bias_lya*(1+beta_lya) beta_lya ap at alpha_lya SigmaNL_perp 1+f bao_amp bias_lls beta_lls L0_lls bias_gamma bias_prim lambda_uv Lpar_auto Lper_auto bias_Si3 beta_Si3 alpha_Si3 bias_Si2a beta_Si2a alpha_Si2a bias_Si2b beta_Si2b alpha_Si2b bias_Si2c beta_Si2c alpha_Si2c bias_CIVa beta_CIVa alpha_CIVa chi2
-0.356125736461 1.66191277334 1.08105667064 0.660804020101 2.9 3.26 1.966 1.0 -0.0315513174912 0.695214567824 24.4780881958 0.136693846905 -0.666666666667 300.0 4.0 4.0 -0.00294128002995 0.5 1.0 -0.00398708504205 0.5 1.0 -0.00320312278109 0.5 1.0 -0.00138871154856 0.5 1.0 -0.0146027509316 0.5 1.0 1260.13498313
-0.356145865943 1.66131388831 1.0827558596 0.665829145729 2.9 3.26 1.966 1.0 -0.0315624209746 0.695191145693 24.4816059742 0.137009071183 -0.666666666667 300.0 4.0 4.0 -0.00293962235293 0.5 1.0 -0.00398766968221 0.5 1.0 -0.00320422639985 0.5 1.0 -0.00140416444905 0.5 1.0 -0.01458565164 0.5 1.0 1259.75685702
-0.3561666919 1.66064811918 1.08437686201 0.670854271357 2.9 3.26 1.966 1.0 -0.0315729035984 0.695162751156 24.4851309824 0.137330516584 -0.666666666667 300.0 4.0 4.0 -0.00293800329617 0.5 1.0 -0.00398827674109 0.5 1.0 -0.00320531797812 0.5 1.0 -0.00141901981219 0.5 1.0 -0.0145675235925 0.5 1.0 1259.31100113
-0.356176366829 1.6593938541 1.08597877251 0.675879396985 2.9 3.26 1.966 1.0 -0.0315574843171 0.696112759177 24.4958850367 0.137461132337 -0.666666666667 300.0 4.0 4.0 -0.00293295714193 0.5 1.0 -0.00398779391493 0.5 1.0 -0.00320884298718 0.5 1.0 -0.00143597380005 0.5 1.0 -0.0145584331971 0.5 1.0 1258.80189893
-0.356199391511 1.65862480922 1.08738139725 0.680904522613 2.9 3.26 1.966 1.0 -0.0315663454373 0.696055668435 24.4993749264 0.137786461267 -0.666666666667 300.0 4.0 4.0 -0.0029316712413 0.5 1.0 -0.00398851585007 0.5 1.0 -0.00320983441676 0.5 1.0 -0.00144910660636 0.5 1.0 -0.0145412033841 0.5 1.0 1258.23635428
-0.356240480379 1.65827023324 1.08863061545 0.685929648241 2.9 3.26 1.966 1.0 -0.0316087324262 0.694931227562 24.4955334527 0.138463577478 -0.666666666667 300.0 4.0 4.0 -0.00293329705017 0.5 1.0 -0.00399087878365 0.5 1.0 -0.00321262959019 0.5 1.0 -0.00145922768478 0.5 1.0 -0.0145178199728 0.5 1.0 1257.62130402
-0.356247193402 1.65700582149 1.08980787709 0.690954773869 2.9 3.26 1.966 1.0 -0.0315837786054 0.695904432866 24.5062222751 0.138448778035 -0.666666666667 300.0 4.0 4.0 -0.0029291368615 0.5 1.0 -0.00398994501804 0.5 1.0 -0.0032117838687 0.5 1.0 -0.00147232360733 0.5 1.0 -0.0145061120457 0.5 1.0 1256.96330197
-0.356281071352 1.65662898635 1.09072838157 0.695979899497 2.9 3.26 1.966 1.0 -0.0316215164507 0.694842616962 24.5029561716 0.139009684357 -0.666666666667 300.0 4.0 4.0 -0.00293017437358 0.5 1.0 -0.00399169112275 0.5 1.0 -0.0032109354176 0.5 1.0 -0.00148033648219 0.5 1.0 -0.0144758467162 0.5 1.0 1256.27037606
-0.356305002468 1.65576347676 1.09163883684 0.701005025126 2.9 3.26 1.966 1.0 -0.0316305831883 0.69475632513 24.5065006902 0.139346323689 -0.666666666667 300.0 4.0 4.0 -0.00292855652836 0.5 1.0 -0.00399241289798 0.5 1.0 -0.00321193535848 0.5 1.0 -0.00148965185243 0.5 1.0 -0.0144567748434 0.5 1.0 1255.54889031
-0.356329061335 1.65490343047 1.09241175698 0.706030150754 2.9 3.26 1.966 1.0 -0.0316395684358 0.694660824562 24.5099759404 0.139677567874 -0.666666666667 300.0 4.0 4.0 -0.00292695675103 0.5 1.0 -0.00399310545711 0.5 1.0 -0.00321289657152 0.5 1.0 -0.00149784574228 0.5 1.0 -0.0144381530253 0.5 1.0 1254.80660311
-0.356353153116 1.65405314669 1.09305952308 0.711055276382 2.9 3.26 1.966 1.0 -0.0316484025325 0.694552412421 24.5133609104 0.14000241202 -0.666666666667 300.0 4.0 4.0 -0.0029253907488 0.5 1.0 -0.00399377072824 0.5 1.0 -0.00321382685416 0.5 1.0 -0.0015050068152 0.5 1.0 -0.0144198736032 0.5 1.0 1254.05046017
-0.35636927438 1.65287828834 1.09373085995 0.71608040201 2.9 3.26 1.966 1.0 -0.0316264018766 0.695350707272 24.5219386897 0.140081688428 -0.666666666667 300.0 4.0 4.0 -0.00292288650369 0.5 1.0 -0.0039933103493 0.5 1.0 -0.00321624525049 0.5 1.0 -0.00151290231413 0.5 1.0 -0.0144194356222 0.5 1.0 1253.28654376
-0.356392889959 1.65209674285 1.0941613614 0.721105527638 2.9 3.26 1.966 1.0 -0.0316344711113 0.69521891216 24.5246829148 0.140387868269 -0.666666666667 300.0 4.0 4.0 -0.00292170708896 0.5 1.0 -0.00399392105846 0.5 1.0 -0.00321701655185 0.5 1.0 -0.00151811350506 0.5 1.0 -0.0144030235157 0.5 1.0 1252.52138541
-0.356415965691 1.65134172214 1.09448589975 0.726130653266 2.9 3.26 1.966 1.0 -0.0316422819705 0.695082742932 24.5272656172 0.140683613837 -0.666666666667 300.0 4.0 4.0 -0.00292056720317 0.5 1.0 -0.003994506344 0.5 1.0 -0.00321773884059 0.5 1.0 -0.00152245444783 0.5 1.0 -0.014387087683 0.5 1.0 1251.75968895
-0.356438400213 1.65061724067 1.09470399173 0.731155778894 2.9 3.26 1.966 1.0 -0.0316497481705 0.6949435079 24.5296675116 0.140967377007 -0.666666666667 300.0 4.0 4.0 -0.00291948098857 0.5 1.0 -0.00399506169382 0.5 1.0 -0.00321840498168 0.5 1.0 -0.00152591999402 0.5 1.0 -0.0143716911041 0.5 1.0 1251.0062704
-0.356460113466 1.64992595304 1.09482300066 0.736180904523 2.9 3.26 1.966 1.0 -0.0316568035387 0.694802524892 24.5318795393 0.141238022018 -0.666666666667 300.0 4.0 4.0 -0.00291845887571 0.5 1.0 -0.00399558603653 0.5 1.0 -0.00321901275798 0.5 1.0 -0.00152857171721 0.5 1.0 -0.0143568834536 0.5 1.0 1250.26546606
-0.356481077718 1.64926806957 1.09485304785 0.741206030151 2.9 3.26 1.966 1.0 -0.0316634150658 0.694660937247 24.5339024081 0.141495364636 -0.666666666667 300.0 4.0 4.0 -0.0029175062195 0.5 1.0 -0.00399608019662 0.5 1.0 -0.00321956369921 0.5 1.0 -0.00153049398625 0.5 1.0 -0.0143426907635 0.5 1.0 1249.53980541
-0.356501250526 1.64864428612 1.09480469775 0.746231155779 2.9 3.26 1.966 1.0 -0.0316695289786 0.69451987124 24.5357310971 0.141738882855 -0.666666666667 300.0 4.0 4.0 -0.00291663278078 0.5 1.0 -0.00399654460575 0.5 1.0 -0.0032200585702 0.5 1.0 -0.00153177519397 0.5 1.0 -0.0143291421012 0.5 1.0 1248.83214274
-0.356520609012 1.64805469644 1.09468759415 0.751256281407 2.9 3.26 1.966 1.0 -0.0316751076565 0.694380318058 24.5373637793 0.14196839487 -0.666666666667 300.0 4.0 4.0 -0.00291584577911 0.5 1.0 -0.00399697982731 0.5 1.0 -0.00322049875526 0.5 1.0 -0.00153249578824 0.5 1.0 -0.0143162604363 0.5 1.0 1248.14470492
-0.356539586704 1.6475007041 1.09451110852 0.756281407035 2.9 3.26 1.966 1.0 -0.031681059376 0.69425115419 24.53910789 0.142193428306 -0.666666666667 300.0 4.0 4.0 -0.00291489534817 0.5 1.0 -0.00399739701248 0.5 1.0 -0.00322092335369 0.5 1.0 -0.00153271283174 0.5 1.0 -0.0143040693795 0.5 1.0 1247.47767231
-0.356557387428 1.64697388361 1.09427125169 0.761306532663 2.9 3.26 1.966 1.0 -0.0316854707807 0.694117050942 24.5403451923 0.142396498443 -0.666666666667 300.0 4.0 4.0 -0.00291430379534 0.5 1.0 -0.00399777229678 0.5 1.0 -0.00322125531886 0.5 1.0 -0.00153243228099 0.5 1.0 -0.0142925278468 0.5 1.0 1246.83172961
-0.356574444859 1.64647712761 1.09396960129 0.766331658291 2.9 3.26 1.966 1.0 -0.0316892764944 0.693987094593 24.5413883583 0.142587139806 -0.666666666667 300.0 4.0 4.0 -0.00291381245487 0.5 1.0 -0.00399811395272 0.5 1.0 -0.00322153064734 0.5 1.0 -0.00153164443078 0.5 1.0 -0.0142816664107 0.5 1.0 1246.20749772
-0.356590839857 1.64600731921 1.09360872169 0.77135678392 2.9 3.26 1.966 1.0 -0.0316925163071 0.693861861662 24.5422520546 0.142766949852 -0.666666666667 300.0 4.0 4.0 -0.00291341493115 0.5 1.0 -0.00399842204671 0.5 1.0 -0.00322175234545 0.5 1.0 -0.00153036848768 0.5 1.0 -0.0142714654725 0.5 1.0 1245.60367134
-0.35660663275 1.64556223116 1.09318535544 0.776381909548 2.9 3.26 1.966 1.0 -0.0316951951534 0.693741998653 24.5429401066 0.142937066307 -0.666666666667 300.0 4.0 4.0 -0.00291311130051 0.5 1.0 -0.0039986938236 0.5 1.0 -0.0032219188354 0.5 1.0 -0.00152857465897 0.5 1.0 -0.0142619116315 0.5 1.0 1245.01942452
-0.356621882007 1.64513906146 1.09271024875 0.781407035176 2.9 3.26 1.966 1.0 -0.0316973520148 0.693628024575 24.5434677151 0.143098783477 -0.666666666667 300.0 4.0 4.0 -0.00291289604909 0.5 1.0 -0.00399893231914 0.5 1.0 -0.00322203649105 0.5 1.0 -0.00152635188471 0.5 1.0 -0.0142529881301 0.5 1.0 1244.4541977
-0.356636680835 1.64473408804 1.09219140694 0.786432160804 2.9 3.26 1.966 1.0 -0.0316990618318 0.693520021226 24.5438580311 0.143253979096 -0.666666666667 300.0 4.0 4.0 -0.00291275705746 0.5 1.0 -0.00399914061679 0.5 1.0 -0.0032221125557 0.5 1.0 -0.00152376581067 0.5 1.0 -0.0142446631291 0.5 1.0 1243.9061923
-0.356651113689 1.64434506809 1.09162441682 0.791457286432 2.9 3.26 1.966 1.0 -0.0317003852698 0.693419018254 24.5441282124 0.14340440571 -0.666666666667 300.0 4.0 4.0 -0.00291268017871 0.5 1.0 -0.00399931639189 0.5 1.0 -0.0032221472789 0.5 1.0 -0.00152077589418 0.5 1.0 -0.0142369169532 0.5 1.0 1243.37369136
-0.356665233435 1.64396940254 1.09100632523 0.79648241206 2.9 3.26 1.966 1.0 -0.0317013147502 0.693324033838 24.5442656338 0.143550892989 -0.666666666667 300.0 4.0 4.0 -0.00291267921834 0.5 1.0 -0.00399945785754 0.5 1.0 -0.00322213896823 0.5 1.0 -0.00151735675743 0.5 1.0 -0.0142297225199 0.5 1.0 1242.85557108
-0.356679130206 1.6436043162 1.09034309952 0.801507537688 2.9 3.26 1.966 1.0 -0.031701959598 0.693235606215 24.5443037459 0.143695419562 -0.666666666667 300.0 4.0 4.0 -0.00291272983009 0.5 1.0 -0.00399956785488 0.5 1.0 -0.00322209495815 0.5 1.0 -0.00151355645354 0.5 1.0 -0.0142230489465 0.5 1.0 1242.35014746
-0.35669287269 1.64324757612 1.08963696811 0.806532663317 2.9 3.26 1.966 1.0 -0.0317023796257 0.693153365822 24.5442570013 0.143839299175 -0.666666666667 300.0 4.0 4.0 -0.00291282361705 0.5 1.0 -0.00399964720384 0.5 1.0 -0.00322201853518 0.5 1.0 -0.00150939247313 0.5 1.0 -0.014216880463 0.5 1.0 1241.85606669
-0.356706518478 1.64289690959 1.08889812924 0.811557788945 2.9 3.26 1.966 1.0 -0.0317026681002 0.693077879402 24.5441504754 0.143983992763 -0.666666666667 300.0 4.0 4.0 -0.00291294207864 0.5 1.0 -0.00399970076023 0.5 1.0 -0.0032219188295 0.5 1.0 -0.0015049502114 0.5 1.0 -0.014211167914 0.5 1.0 1241.37228942
-0.356720131596 1.64255070152 1.08812181156 0.816582914573 2.9 3.26 1.966 1.0 -0.0317028693504 0.69300865663 24.5439915943 0.144130611354 -0.666666666667 300.0 4.0 4.0 -0.00291307993332 0.5 1.0 -0.00399972649193 0.5 1.0 -0.00322179491757 0.5 1.0 -0.0015001879969 0.5 1.0 -0.0142058840841 0.5 1.0 1240.89743227
-0.356733916059 1.64220935671 1.08730452061 0.821608040201 2.9 3.26 1.966 1.0 -0.031703430839 0.692948057049 24.5439251775 0.144283777557 -0.666666666667 300.0 4.0 4.0 -0.00291310560209 0.5 1.0 -0.00399972717149 0.5 1.0 -0.00322166109662 0.5 1.0 -0.00149506632188 0.5 1.0 -0.0142009917403 0.5 1.0 1240.4307435
-0.356747544422 1.64187021331 1.08644361338 0.826633165829 2.9 3.26 1.966 1.0 -0.0317035501462 0.692890196056 24.5436722127 0.14443589008 -0.666666666667 300.0 4.0 4.0 -0.00291327099954 0.5 1.0 -0.00399969322332 0.5 1.0 -0.00322148659141 0.5 1.0 -0.00148958335566 0.5 1.0 -0.0141965395603 0.5 1.0 1239.9720769
-0.356761222866 1.64153384523 1.08554257774 0.831658291457 2.9 3.26 1.966 1.0 -0.0317037266999 0.692837809241 24.5433932948 0.144591853718 -0.666666666667 300.0 4.0 4.0 -0.00291343130481 0.5 1.0 -0.00399963105621 0.5 1.0 -0.00322129119255 0.5 1.0 -0.00148375851594 0.5 1.0 -0.0141924649411 0.5 1.0 1239.52103181
-0.356774960994 1.64119972224 1.08460480099 0.836683417085 2.9 3.26 1.966 1.0 -0.0317039844869 0.692790279359 24.5430942699 0.14475185802 -0.666666666667 300.0 4.0 4.0 -0.0029135839126 0.5 1.0 -0.0039995419601 0.5 1.0 -0.00322107694888 0.5 1.0 -0.00147762156297 0.5 1.0 -0.0141887522269 0.5 1.0 1239.07747728
-0.35678874521 1.64086862623 1.08363037356 0.841708542714 2.9 3.26 1.966 1.0 -0.0317043445474 0.692747267667 24.5427775639 0.144915753012 -0.666666666667 300.0 4.0 4.0 -0.00291372481249 0.5 1.0 -0.00399942590732 0.5 1.0 -0.00322084400839 0.5 1.0 -0.0014711749849 0.5 1.0 -0.0141853901135 0.5 1.0 1238.64196076
-0.356802569996 1.64054097929 1.08261877871 0.846733668342 2.9 3.26 1.966 1.0 -0.031704824508 0.692708427063 24.5424450531 0.145083499052 -0.666666666667 300.0 4.0 4.0 -0.0029138514556 0.5 1.0 -0.00399928258618 0.5 1.0 -0.00322059218477 0.5 1.0 -0.00146441610537 0.5 1.0 -0.0141823652107 0.5 1.0 1238.21483096
