bias_lya*(1+beta_lya) beta_lya ap at alpha_lya SigmaNL_perp 1+f bao_amp bias_lls beta_lls L0_lls bias_gamma bias_prim lambda_uv Lpar_auto Lper_auto bias_qso growth_rate drp Lpar_cross Lper_cross qso_evol_0 qso_evol_1 sigma_velo_lorentz qso_rad_strength qso_rad_asymmetry qso_rad_lifetime qso_rad_decrease bias_Si3 beta_Si3 alpha_Si3 bias_Si2a beta_Si2a alpha_Si2a bias_Si2b beta_Si2b alpha_Si2b bias_Si2c beta_Si2c alpha_Si2c bias_CIVa beta_CIVa alpha_CIVa qso_metal_boost chi2
-0.353799939686 1.70307777605 1.11491030912 0.690954773869 2.9 3.26 1.966 1.0 -0.0276416486125 0.7931122684 23.8336422836 0.0963072639241 -0.666666666667 300.0 4.0 4.0 3.64312665605 0.97076 -0.789013880592 4.0 4.0 0.53 0.289 4.7504554371 0.564896197288 0.0 inf 300.0 -0.00365758392376 0.5 1.0 -0.00341101096596 0.5 1.0 -0.00296870369237 0.5 1.0 -0.00134513482688 0.5 1.0 -0.024738848992 0.5 1.0 1.0 3883.37888654
-0.353838616372 1.7014225277 1.11538781692 0.695979899497 2.9 3.26 1.966 1.0 -0.0276447891796 0.793152927487 23.8395716294 0.0968065380137 -0.666666666667 300.0 4.0 4.0 3.64477300666 0.97076 -0.788760716195 4.0 4.0 0.53 0.289 4.74842929318 0.567424365764 0.0 inf 300.0 -0.00365504874546 0.5 1.0 -0.00341084431834 0.5 1.0 -0.00296913207516 0.5 1.0 -0.00134985628304 0.5 1.0 -0.0246567591341 0.5 1.0 1.0 3881.88487852
-0.353877025262 1.69973870712 1.11574743925 0.701005025126 2.9 3.26 1.966 1.0 -0.027647458619 0.793185524817 23.8455962049 0.0972990187366 -0.666666666667 300.0 4.0 4.0 3.64651537936 0.97076 -0.788532826941 4.0 4.0 0.53 0.289 4.74635725273 0.570068475835 0.0 inf 300.0 -0.00365244869247 0.5 1.0 -0.00341069567799 0.5 1.0 -0.00296954228393 0.5 1.0 -0.0013536655793 0.5 1.0 -0.0245748527332 0.5 1.0 1.0 3880.31899002
-0.353914983947 1.69803924505 1.11599711185 0.706030150754 2.9 3.26 1.966 1.0 -0.0276496983418 0.793210196582 23.8516691538 0.0977829460106 -0.666666666667 300.0 4.0 4.0 3.64833949629 0.97076 -0.788331877235 4.0 4.0 0.53 0.289 4.744253765 0.572807644404 0.0 inf 300.0 -0.00364980552212 0.5 1.0 -0.00341056328909 0.5 1.0 -0.00296993231891 0.5 1.0 -0.00135662923151 0.5 1.0 -0.024493625508 0.5 1.0 1.0 3878.694723
-0.353952326472 1.69633574027 1.11613896444 0.711055276382 2.9 3.26 1.966 1.0 -0.0276515130988 0.793226865406 23.8577391853 0.0982564337174 -0.666666666667 300.0 4.0 4.0 3.65023196038 0.97076 -0.788162048412 4.0 4.0 0.53 0.289 4.74213179799 0.575622491642 0.0 inf 300.0 -0.00364714745704 0.5 1.0 -0.00341044521674 0.5 1.0 -0.00297029814971 0.5 1.0 -0.00135876706842 0.5 1.0 -0.0244135139602 0.5 1.0 1.0 3877.02410691
-0.35398887264 1.69464026166 1.1161710251 0.71608040201 2.9 3.26 1.966 1.0 -0.0276528715627 0.79323544932 23.8637462988 0.098717087432 -0.666666666667 300.0 4.0 4.0 3.65217889207 0.97076 -0.788024417477 4.0 4.0 0.53 0.289 4.74000615794 0.578492806742 0.0 inf 300.0 -0.00364450693627 0.5 1.0 -0.00341033967282 0.5 1.0 -0.00297063287653 0.5 1.0 -0.00136006678206 0.5 1.0 -0.0243349494573 0.5 1.0 1.0 3875.3195403
-0.354024474559 1.69296308353 1.11609565099 0.721105527638 2.9 3.26 1.966 1.0 -0.0276537586298 0.793236325823 23.8696430387 0.0991631280329 -0.666666666667 300.0 4.0 4.0 3.6541676589 0.97076 -0.787917269358 4.0 4.0 0.53 0.289 4.73788963917 0.581400395636 0.0 inf 300.0 -0.00364190841519 0.5 1.0 -0.00341024476322 0.5 1.0 -0.00297093172806 0.5 1.0 -0.00136054925226 0.5 1.0 -0.0242583147015 0.5 1.0 1.0 3873.59263486
-0.354033554499 1.69126629705 1.11597953402 0.726130653266 2.9 3.26 1.966 1.0 -0.0276728774499 0.79185571938 23.881009831 0.0993664185443 -0.666666666667 300.0 4.0 4.0 3.65667184967 0.97076 -0.787682721919 4.0 4.0 0.53 0.289 4.73468434353 0.584929704971 0.0 inf 300.0 -0.00363360795945 0.5 1.0 -0.00340952178243 0.5 1.0 -0.0029713240205 0.5 1.0 -0.001362481801 0.5 1.0 -0.0242084645409 0.5 1.0 1.0 3871.8537363
-0.354069131684 1.68961743651 1.11569298122 0.731155778894 2.9 3.26 1.966 1.0 -0.0276703866701 0.79184771775 23.8858946995 0.0997749706349 -0.666666666667 300.0 4.0 4.0 3.65864515946 0.97076 -0.787666540874 4.0 4.0 0.53 0.289 4.73262513033 0.58783736932 0.0 inf 300.0 -0.0036317624097 0.5 1.0 -0.00340963175605 0.5 1.0 -0.00297158137905 0.5 1.0 -0.0013613338923 0.5 1.0 -0.0241333047499 0.5 1.0 1.0 3870.11234161
-0.354103479477 1.68801596499 1.11531072411 0.736180904523 2.9 3.26 1.966 1.0 -0.0276677416337 0.791836080333 23.8905547692 0.100167605204 -0.666666666667 300.0 4.0 4.0 3.66062712678 0.97076 -0.78767945697 4.0 4.0 0.53 0.289 4.73059325891 0.590740374908 0.0 inf 300.0 -0.0036299784124 0.5 1.0 -0.00340978477295 0.5 1.0 -0.00297179338968 0.5 1.0 -0.0013594559032 0.5 1.0 -0.0240605273952 0.5 1.0 1.0 3868.37771948
-0.354136495256 1.68646612192 1.11483587698 0.741206030151 2.9 3.26 1.966 1.0 -0.0276649238604 0.791824707469 23.8949796172 0.100544081294 -0.666666666667 300.0 4.0 4.0 3.66261089729 0.97076 -0.787722484767 4.0 4.0 0.53 0.289 4.72860088347 0.593625325614 0.0 inf 300.0 -0.00362827147946 0.5 1.0 -0.00340996527226 0.5 1.0 -0.00297195709099 0.5 1.0 -0.00135688490758 0.5 1.0 -0.0239904642488 0.5 1.0 1.0 3866.65696215
-0.354168157149 1.68497305321 1.11426953647 0.746231155779 2.9 3.26 1.966 1.0 -0.0276619164449 0.791815469605 23.8991313328 0.100903501784 -0.666666666667 300.0 4.0 4.0 3.66458647393 0.97076 -0.787789943418 4.0 4.0 0.53 0.289 4.72665365114 0.596481198707 0.0 inf 300.0 -0.00362665010336 0.5 1.0 -0.0034101833173 0.5 1.0 -0.00297206749611 0.5 1.0 -0.00135362170622 0.5 1.0 -0.0239231258042 0.5 1.0 1.0 3864.95690407
